sections,page_path,title,type,color_number,description,external_id,color_hex,image,url,published_at,Family,Shade,updated_at,color_name,Interior/Exterior,cdp,Color Collection,popularity,info,highlight,id,ColorValue,WarmCool,PrimaryColorFamily,Undertone,Opacity,Mood,Project,language,Style
"['Tucker Gray', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-705/tucker-gray,Tucker Gray CW-705 | Benjamin Moore,Color,CW-705,"In colonial homes, this shade was used both as a finish color and a base for more brilliant colors. Created using black and white pigments, it is flattering and versatile shade of gray.",cb2915e203a26efed2acd173e7e99362861d4253,909698,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-239-tucker-gray-CW-705-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-705/tucker-gray,2024-07-31T04:41:08Z,Neutral,Medium,2024-07-03T11:14:15Z,Tucker Gray,"['Interior', 'Exterior']",true,Williamsburg&reg; Paint Color Collection,1,,"{'title': 'Tucker <em>Gray</em> CW-705 | Benjamin Moore', 'sections': 'Tucker <em>Gray</em>', 'description': 'In colonial homes, this shade was used both as a finish color and a base for more brilliant colors. Created using black and white pigments, it is flattering and versatile shade of <em>gray</em>.', 'color_name': 'Tucker <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-705&#x2F;tucker-<em>gray</em>'}",62424eee196a67f1a68968c7,,,,,,,,,
"['Bennington Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family', 'Discover This Color in Woodluxe Exterior Stains', 'Explore the Woodluxe Collection']",/en-us/paint-colors/color/hc-82/bennington-gray,Bennington Gray HC-82 | Benjamin Moore,Color,HC-82,An adaptable greige with nuanced warm and cool undertones.,fad6b4dccdef9129abc4233d249fbca38a016fa7,C2B59A,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-198-bennington-gray-HC-82-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-82/bennington-gray,2024-07-31T19:02:41Z,"['Brown', 'Neutral']",Medium,2024-07-20T18:44:20Z,Bennington Gray,"['Interior', 'Exterior']",true,"['Historical Colors', 'Woodluxe<sup><small>&reg;</small></sup> Exterior Wood Stain Colors']",1,,"{'title': 'Bennington <em>Gray</em> HC-82 | Benjamin Moore', 'sections': 'Bennington <em>Gray</em>', 'color_name': 'Bennington <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-82&#x2F;bennington-<em>gray</em>'}",62425e25196a6798ed8959b0,,,,,"['Semi-Solid', 'Semi-Transparent', 'Solid', 'Ultra Flat Solid']",Timeless,"['Deck', 'Fence', 'Office']",,
"['Touch of Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2116-60/touch-of-gray,Touch of Gray 2116-60 | Benjamin Moore,Color,2116-60,"A delicate violet with a trace of pink, this pastel hue brings a graceful ease to any space.",f5b6a349a31e036e289b28e36061160cfddd94d8,DCD6DD,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/purple-paint-153-touch-of-gray-2116-60-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2116-60/touch-of-gray,2024-07-22T04:48:43Z,,,2024-07-22T04:48:43Z,Touch of Gray,,,,1,,"{'title': 'Touch of <em>Gray</em> 2116-60 | Benjamin Moore', 'sections': 'Touch of <em>Gray</em>', 'color_name': 'Touch of <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2116-60&#x2F;touch-of-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",6242ed02196a670def8959eb,Light,Cool,,Gray,,,,,
"['Old Salem Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-94/old-salem-gray,Old Salem Gray HC-94 | Benjamin Moore,Color,HC-94,Brownish gray undertones ground this olive hue.,ed860774f3fc0d31f128fb22b0442174be892021,A49A79,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-205-old-salem-gray-HC-94-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-94/old-salem-gray,2024-07-22T00:20:54Z,,,2024-07-22T00:20:54Z,Old Salem Gray,,,,1,,"{'title': 'Old Salem <em>Gray</em> HC-94 | Benjamin Moore', 'sections': 'Old Salem <em>Gray</em>', 'description': 'Brownish <em>gray</em> undertones ground this olive hue.', 'color_name': 'Old Salem <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-94&#x2F;old-salem-<em>gray</em>'}",6242bea128ccbcd657dda9d2,Medium,Warm,,Yellow,,,,,
"['La Paloma Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1551/la-paloma-gray,La Paloma Gray 1551 | Benjamin Moore,Color,1551,A cool gray reminiscent of a gently cooing dove.,62a4bd95f6b09521aafb614ec27da9f02500d7cb,B8B4AC,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-201-la-paloma-gray-1551-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1551/la-paloma-gray,2024-07-21T20:03:29Z,,,2024-07-21T20:03:28Z,La Paloma Gray,,,,1,,"{'title': 'La Paloma <em>Gray</em> 1551 | Benjamin Moore', 'sections': 'La Paloma <em>Gray</em>', 'description': 'A cool <em>gray</em> reminiscent of a gently cooing dove.', 'color_name': 'La Paloma <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1551&#x2F;la-paloma-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",6242cff5e7b9d269a70f5898,Medium,Cool,Neutral,Gray,,,,,
"['Steep Cliff Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2122-20/steep-cliff-gray,Steep Cliff Gray 2122-20 | Benjamin Moore,Color,2122-20,Cool green undertones bring elegant character to this dark gray.,7acbd190cd7b3489e79808397c14b22c50762a97,6E7C7D,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-125-steep-cliff-gray-2122-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2122-20/steep-cliff-gray,2024-07-22T01:06:21Z,,,2024-07-22T01:06:21Z,Steep Cliff Gray,,,,1,,"{'title': 'Steep Cliff <em>Gray</em> 2122-20 | Benjamin Moore', 'sections': 'Steep Cliff <em>Gray</em>', 'description': 'Cool green undertones bring elegant character to this dark <em>gray</em>.', 'color_name': 'Steep Cliff <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2122-20&#x2F;steep-cliff-<em>gray</em>'}",62429897e7b9d2c3790f3a7b,Dark,Cool,,,,,,,
"['Storm Cloud Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2140-40/storm-cloud-gray,Storm Cloud Gray 2140-40 | Benjamin Moore,Color,2140-40,"Hazy green tones lend a moody, enigmatic quality to this dark gray.",5d127fd0c148593803935368b60495a00ed0af7d,919284,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-221-storm-cloud-gray-2140-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2140-40/storm-cloud-gray,2024-07-21T21:10:28Z,,,2024-07-21T21:10:27Z,Storm Cloud Gray,,,,1,,"{'title': 'Storm Cloud <em>Gray</em> 2140-40 | Benjamin Moore', 'sections': 'Storm Cloud <em>Gray</em>', 'description': 'Hazy green tones lend a moody, enigmatic quality to this dark <em>gray</em>.', 'color_name': 'Storm Cloud <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2140-40&#x2F;storm-cloud-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",6242aca9196a674cf889498c,Medium,Cool,,Gray,,,,,
"['Gray Timber Wolf', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2126-50/gray-timber-wolf,Gray Timber Wolf 2126-50 | Benjamin Moore,Color,2126-50,"Freshened with a hint of blue, this medium gray has wide appeal.",78df7a180928761f4bb13bdb3a81720045dc16b1,BAC1C6,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-228-gray-timber-wolf-2126-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2126-50/gray-timber-wolf,2024-07-22T04:16:11Z,,,2024-07-22T04:16:11Z,Gray Timber Wolf,,,,1,,"{'title': '<em>Gray</em> Timber Wolf 2126-50 | Benjamin Moore', 'sections': '<em>Gray</em> Timber Wolf', 'description': 'Freshened with a hint of blue, this medium <em>gray</em> has wide appeal.', 'color_name': '<em>Gray</em> Timber Wolf', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2126-50&#x2F;<em>gray</em>-timber-wolf'}",6242623b196a67d2e5894955,Medium,Cool,Neutral,,,,,,
"['Mt. Rainier Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2129-60/mt-rainier-gray,Mt. Rainier Gray 2129-60 | Benjamin Moore,Color,2129-60,Touches of icy blue and sleek gray come together in this soothing shade.,8fd49960cf3e225b7c846de185732edb6080a8ac,C1CDD3,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-242-mt-rainier-gray-2129-60-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2129-60/mt-rainier-gray,2024-07-22T01:22:33Z,,,2024-07-22T01:22:32Z,Mt. Rainier Gray,,,,1,,"{'title': 'Mt. Rainier <em>Gray</em> 2129-60 | Benjamin Moore', 'sections': 'Mt. Rainier <em>Gray</em>', 'description': 'Touches of icy blue and sleek <em>gray</em> come together in this soothing shade.', 'color_name': 'Mt. Rainier <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2129-60&#x2F;mt-rainier-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",6242b32d64441fabca005b38,Light,Cool,,Gray,,,,,
"[""Pike's Peak Gray"", 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2127-50/pikes-peak-gray,Pike's Peak Gray 2127-50 | Benjamin Moore,Color,2127-50,"Cool and ebullient, this versatile medium gray suggests a soaring, snow-covered mountain.",469c262f694283ac9fad5751c08829783d1e5c47,A0AAB1,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-229-pikes-peak-gray-2127-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2127-50/pikes-peak-gray,2024-07-21T23:38:30Z,,,2024-07-21T23:38:29Z,Pike's Peak Gray,,,,1,,"{'title': 'Pike&#x27;s Peak <em>Gray</em> 2127-50 | Benjamin Moore', 'sections': 'Pike&#x27;s Peak <em>Gray</em>', 'description': 'Cool and ebullient, this versatile medium <em>gray</em> suggests a soaring, snow-covered mountain.', 'color_name': 'Pike&#x27;s Peak <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2127-50&#x2F;pikes-peak-<em>gray</em>'}",62427d8e64441f71b7006015,Medium,Cool,Neutral,,,,,,
"['Sea Gull Gray', 'Discover This Color in Woodluxe Exterior Stains', 'Explore the Woodluxe Collection']",/en-us/paint-colors/color/es-72/sea-gull-gray,Sea Gull Gray ES-72 | Benjamin Moore,Color,ES-72,A perfectly balanced neutral gray to boost curb appeal. Exclusive to Woodluxe® stain products.,697ff7dc46a28e42a0ba7ec7fa3d87a25fe4a193,AEAA9D,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/Woodluxe-CDP-Outdoor-Seating-Sea-Gull-Gray-ES-72-RGB.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/es-72/sea-gull-gray,2024-07-31T19:03:39Z,,,2024-07-21T18:38:01Z,Sea Gull Gray,"['Interior', 'Exterior']",true,Woodluxe<sup><small>&reg;</small></sup> Exterior Wood Stain Colors,1,,"{'title': 'Sea Gull <em>Gray</em> ES-72 | Benjamin Moore', 'sections': 'Sea Gull <em>Gray</em>', 'description': 'A perfectly balanced neutral <em>gray</em> to boost curb appeal. Exclusive to Woodluxe® stain products.', 'color_name': 'Sea Gull <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;es-72&#x2F;sea-gull-<em>gray</em>'}",656d6ba1e7b9d23bdf12eda9,,,,,"['Semi-Solid', 'Semi-Transparent', 'Solid', 'Ultra Flat Solid']",,,,
"['New Hope Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2130-50/new-hope-gray,New Hope Gray 2130-50 | Benjamin Moore,Color,2130-50,A versatile neutral that combines the tranquil blue of a river with the sleek gray of concrete.,9b869d28593fbb4c06dc8ccb6288b3f6ac2d0a4a,9CA8B3,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-238-new-hope-gray-2130-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2130-50/new-hope-gray,2024-07-22T00:15:04Z,,,2024-07-22T00:15:04Z,New Hope Gray,,,,1,,"{'title': 'New Hope <em>Gray</em> 2130-50 | Benjamin Moore', 'sections': 'New Hope <em>Gray</em>', 'description': 'A versatile neutral that combines the tranquil blue of a river with the sleek <em>gray</em> of concrete.', 'color_name': 'New Hope <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2130-50&#x2F;new-hope-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",6242c99f196a67d15c896ed4,Medium,Cool,,Gray,,,,,
"['Gull Wing Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2134-50/gull-wing-gray,Gull Wing Gray 2134-50 | Benjamin Moore,Color,2134-50,"A balanced, dependable medium gray that can easily fit into any color scheme or style of home.",f7c5ef230cfd65a2fcc9a9ef32de891646878425,A7AEB0,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-213-gull-wing-gray-2134-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2134-50/gull-wing-gray,2024-07-22T01:17:18Z,,,2024-07-22T01:17:18Z,Gull Wing Gray,,,,1,,"{'title': 'Gull Wing <em>Gray</em> 2134-50 | Benjamin Moore', 'sections': 'Gull Wing <em>Gray</em>', 'description': 'A balanced, dependable medium <em>gray</em> that can easily fit into any color scheme or style of home.', 'color_name': 'Gull Wing <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2134-50&#x2F;gull-wing-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",6242347de7b9d207d50f4fbd,Medium,Cool,Neutral,Gray,,,,,
"['Sag Harbor Gray', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-95/sag-harbor-gray,Sag Harbor Gray HC-95 | Benjamin Moore,Color,HC-95,An adaptable taupe with the slightest hint of green.,0d03d87b2b894a6588bd07206692c8086082a3a2,B8AE95,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-195-sag-harbor-gray-HC-95-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-95/sag-harbor-gray,2024-07-22T01:25:00Z,,,2024-07-22T01:25:00Z,Sag Harbor Gray,,,,1,,"{'title': 'Sag Harbor <em>Gray</em> HC-95 | Benjamin Moore', 'sections': 'Sag Harbor <em>Gray</em>', 'color_name': 'Sag Harbor <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-95&#x2F;sag-harbor-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",62423e46196a6725cf8956b5,Medium,Warm,Neutral,Gray,,,,,
"['Castle Peak Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1561/castle-peak-gray,Castle Peak Gray 1561 | Benjamin Moore,Color,1561,A deep mossy green with warm brown undertones.,210def98842ad7f58e640c124b4b825754ec80bb,696757,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-210-castle-peak-gray-1561-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1561/castle-peak-gray,2024-07-21T21:10:24Z,,,2024-07-21T21:10:24Z,Castle Peak Gray,,,,1,,"{'title': 'Castle Peak <em>Gray</em> 1561 | Benjamin Moore', 'sections': 'Castle Peak <em>Gray</em>', 'color_name': 'Castle Peak <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1561&#x2F;castle-peak-<em>gray</em>'}",6242d6f4196a673e5a894eb1,Dark,Warm,,Brown,,,,,
"['River Gorge Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1537/river-gorge-gray,River Gorge Gray 1537 | Benjamin Moore,Color,1537,"This earthy, warm mid-tone neutral features notes of green and brown.",b2561c2a9d7ed62b9ce0faff6ad3a8af80cb19b8,A09A89,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-184-river-gorge-gray-1537-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1537/river-gorge-gray,2024-07-22T03:34:32Z,,,2024-07-22T03:34:31Z,River Gorge Gray,,,,1,,"{'title': 'River Gorge <em>Gray</em> 1537 | Benjamin Moore', 'sections': 'River Gorge <em>Gray</em>', 'color_name': 'River Gorge <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1537&#x2F;river-gorge-<em>gray</em>'}",62f506e8196a67c4095bad97,Medium,Cool,Neutral,Brown,,,,,
"['Jockey Hollow Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-108/jockey-hollow-gray,Jockey Hollow Gray HC-108 | Benjamin Moore,Color,HC-108,"A warm greige inspired by wooded paths, hiking trails, and forest floors.",33ba102e97f83bdc53762ab0df4f74dfdd2fd959,AEA897,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-211-jockey-hollow-gray-HC-108-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-108/jockey-hollow-gray,2024-07-22T03:34:26Z,,,2024-07-22T03:34:26Z,Jockey Hollow Gray,,,,1,,"{'title': 'Jockey Hollow <em>Gray</em> HC-108 | Benjamin Moore', 'sections': 'Jockey Hollow <em>Gray</em>', 'color_name': 'Jockey Hollow <em>Gray</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-108&#x2F;jockey-hollow-<em>gray</em>', 'Undertone': '<em>Gray</em>'}",6331af18196a670707992546,Medium,Warm,Neutral,Gray,,,,,
"['Graystone', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1475/graystone,Graystone 1475 | Benjamin Moore,Color,1475,Hazy gray undertones soften this adaptable mid-tone.,1e5d7d75059b3780f680a17ed3b415a290f7750b,99958C,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-230-graystone-1475-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1475/graystone,2024-07-21T14:14:17Z,,,2024-07-21T14:14:16Z,Graystone,,,,1,,"{'title': '<em>Graystone</em> 1475 | Benjamin Moore', 'sections': '<em>Graystone</em>', 'description': 'Hazy <em>gray</em> undertones soften this adaptable mid-tone.', 'color_name': '<em>Graystone</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1475&#x2F;<em>graystone</em>', 'Undertone': '<em>Gray</em>'}",6242a4d2196a6777e08963ef,Medium,Cool,Neutral,Gray,,,,,
"['Graytint', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1611/graytint,Graytint 1611 | Benjamin Moore,Color,1611,"A gentle hue, this soft neutral features a whisper of gray.",d7fc3326627c170e6b8c42e0e9ace026fc2585a9,D8D9D8,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-224-graytint-1611-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1611/graytint,2024-07-30T12:35:56Z,Neutral,Light,2024-07-30T12:35:55Z,Graytint,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,1,,"{'title': '<em>Graytint</em> 1611 | Benjamin Moore', 'sections': '<em>Graytint</em>', 'description': 'A gentle hue, this soft neutral features a whisper of <em>gray</em>.', 'color_name': '<em>Graytint</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1611&#x2F;<em>graytint</em>'}",624276e964441f395c00616b,,,,,,"['Calming', 'Chaming', 'Pale', 'Soft']","['Bathroom', 'Bedroom', 'Kitchen', 'Living Room', 'Trim']",,Boho
