sections,page_path,title,type,color_number,description,external_id,ColorValue,WarmCool,color_hex,image,url,published_at,updated_at,color_name,Undertone,popularity,info,highlight,id,Family,Shade,Interior/Exterior,cdp,Color Collection,PrimaryColorFamily,language
"['Italian Ice Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2035-70/italian-ice-green,Italian Ice Green 2035-70 | Benjamin Moore,Color,2035-70,A refreshing light green with blue undertones.,a4c0e6c7f6d8598b991c8438ae944e5e735cbae3,Light,Cool,E1F0E4,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-086-italian-ice-green-2035-70-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2035-70/italian-ice-green,2024-07-21T07:05:30Z,2024-07-21T07:05:30Z,Italian Ice Green,,1,,"{'title': 'Italian Ice <em>Green</em> 2035-70 | Benjamin Moore', 'sections': 'Italian Ice <em>Green</em>', 'description': 'A refreshing light <em>green</em> with blue undertones.', 'color_name': 'Italian Ice <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2035-70&#x2F;italian-ice-<em>green</em>'}",6242cc86196a67eae6894d14,,,,,,,
"['Fresh Scent Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2033-30/fresh-scent-green,Fresh Scent Green 2033-30 | Benjamin Moore,Color,2033-30,A splashy green that stimulates and refreshes.,ce276312e4033f91b64ed1a1737cc7d8fd1abe82,,,31AA50,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-099-fresh-scent-green-2033-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2033-30/fresh-scent-green,2024-07-30T20:07:11Z,2024-07-03T16:43:34Z,Fresh Scent Green,,1,,"{'title': 'Fresh Scent <em>Green</em> 2033-30 | Benjamin Moore', 'sections': 'Fresh Scent <em>Green</em>', 'description': 'A splashy <em>green</em> that stimulates and refreshes.', 'color_name': 'Fresh Scent <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2033-30&#x2F;fresh-scent-<em>green</em>', 'Family': '<em>Green</em>'}",62f7d1ab196a67767c5babc2,Green,Medium,"['Interior', 'Exterior']",true,Color Preview&reg;,,
"['Stokes Forest Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2035-40/stokes-forest-green,Stokes Forest Green 2035-40 | Benjamin Moore,Color,2035-40,"A highly usable green with a cool, chalky quality.",a0043ca1691180f5c480d30b167e29b95932cf70,Medium,Cool,71AD87,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-086-stokes-forest-green-2035-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2035-40/stokes-forest-green,2024-07-21T20:58:18Z,2024-07-21T20:58:17Z,Stokes Forest Green,,1,,"{'title': 'Stokes Forest <em>Green</em> 2035-40 | Benjamin Moore', 'sections': 'Stokes Forest <em>Green</em>', 'description': 'A highly usable <em>green</em> with a cool, chalky quality.', 'color_name': 'Stokes Forest <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2035-40&#x2F;stokes-forest-<em>green</em>'}",6242cc60e7b9d2e08d0f39c6,,,,,,,
"['Lucky Charm Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2030-30/lucky-charm-green,Lucky Charm Green 2030-30 | Benjamin Moore,Color,2030-30,A sprightly green that conjures enchanting faraway lands.,89307db35e0864b2243f31d585e51ce51bec06f0,Medium,Warm,61B83E,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-099-lucky-charm-green-2030-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2030-30/lucky-charm-green,2024-07-21T23:16:20Z,2024-07-03T16:48:54Z,Lucky Charm Green,Yellow,1,,"{'title': 'Lucky Charm <em>Green</em> 2030-30 | Benjamin Moore', 'sections': 'Lucky Charm <em>Green</em>', 'description': 'A sprightly <em>green</em> that conjures enchanting faraway lands.', 'color_name': 'Lucky Charm <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2030-30&#x2F;lucky-charm-<em>green</em>'}",6242eb9064441f0381004882,,,,,,,
"['Tropical Seaweed Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2030-20/tropical-seaweed-green,Tropical Seaweed Green 2030-20 | Benjamin Moore,Color,2030-20,"Bright and lush, this medium green provokes a festive mood.",e35a627db68820b99024ca2cf17f8000f077ad3f,Medium,Warm,48AB2C,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-099-tropical-seaweed-green-2030-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2030-20/tropical-seaweed-green,2024-07-21T23:16:17Z,2024-07-03T16:43:34Z,Tropical Seaweed Green,Yellow,1,,"{'title': 'Tropical Seaweed <em>Green</em> 2030-20 | Benjamin Moore', 'sections': 'Tropical Seaweed <em>Green</em>', 'description': 'Bright and lush, this medium <em>green</em> provokes a festive mood.', 'color_name': 'Tropical Seaweed <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2030-20&#x2F;tropical-seaweed-<em>green</em>'}",624300ade7b9d288990f4880,,,,,,,
"['Great Barrington Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-122/great-barrington-green,Great Barrington Green HC-122 | Benjamin Moore,Color,HC-122,A deep mossy green with a warm finish.,d33fba95d2cde7c7d981346ec3bfce48d12ddb44,Dark,Warm,798064,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-085-great-barrington-green-HC-122-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-122/great-barrington-green,2024-07-22T00:43:29Z,2024-07-22T00:43:29Z,Great Barrington Green,Yellow,1,,"{'title': 'Great Barrington <em>Green</em> HC-122 | Benjamin Moore', 'sections': 'Great Barrington <em>Green</em>', 'description': 'A deep mossy <em>green</em> with a warm finish.', 'color_name': 'Great Barrington <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-122&#x2F;great-barrington-<em>green</em>'}",641417bbe7b9d269934521de,,,,,,,
"['Woodland Hills Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/543/woodland-hills-green,Woodland Hills Green 543 | Benjamin Moore,Color,543,A citrusy green with a rich golden cast.,1d3de3cc3c0495c305842c302e8f9e41ecbc8ea6,Medium,Warm,A6BA80,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-097-woodland-hills-green-543-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/543/woodland-hills-green,2024-07-21T19:20:13Z,2024-07-21T19:20:13Z,Woodland Hills Green,Yellow,1,,"{'title': 'Woodland Hills <em>Green</em> 543 | Benjamin Moore', 'sections': 'Woodland Hills <em>Green</em>', 'description': 'A citrusy <em>green</em> with a rich golden cast.', 'color_name': 'Woodland Hills <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;543&#x2F;woodland-hills-<em>green</em>'}",6242eac5196a67741e896e8d,,,,,,,
"['Snow Cone Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2026-30/snow-cone-green,Snow Cone Green 2026-30 | Benjamin Moore,Color,2026-30,A spirited shade of green with exuberant yellow undertones.,bccbfe0c6ff6fa345f34572bc43437034ffc8d9d,,,BDD120,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-071-snow-cone-green-2026-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2026-30/snow-cone-green,2024-07-30T21:52:16Z,2024-07-30T21:52:15Z,Snow Cone Green,,1,,"{'title': 'Snow Cone <em>Green</em> 2026-30 | Benjamin Moore', 'sections': 'Snow Cone <em>Green</em>', 'description': 'A spirited shade of <em>green</em> with exuberant yellow undertones.', 'color_name': 'Snow Cone <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2026-30&#x2F;snow-cone-<em>green</em>', 'Family': '<em>Green</em>'}",624312a0196a67272a895808,Green,Medium,Interior,true,Color Preview&reg;,,
"['Early Spring Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2032-50/early-spring-green,Early Spring Green 2032-50 | Benjamin Moore,Color,2032-50,A melon-fresh green with a soft fluorescence.,56a025e709d01707b24eb36d36777b10ceb1310c,,,B6E6AF,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-095-early-spring-green-2032-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2032-50/early-spring-green,2024-07-30T15:17:58Z,2024-07-30T15:17:57Z,Early Spring Green,,1,,"{'title': 'Early Spring <em>Green</em> 2032-50 | Benjamin Moore', 'sections': 'Early Spring <em>Green</em>', 'description': 'A melon-fresh <em>green</em> with a soft fluorescence.', 'color_name': 'Early Spring <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2032-50&#x2F;early-spring-<em>green</em>', 'Family': '<em>Green</em>'}",6242d384e7b9d203e20f5a12,Green,Light,Interior,true,Color Preview&reg;,,
"['Forest Hills Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/433/forest-hills-green,Forest Hills Green 433 | Benjamin Moore,Color,433,A rich avocado green warmed with subtle golden undertones.,7863e6ea223c58d87431dfbbed9c9ac980ff7240,,,839462,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-102-forest-hills-green-433-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/433/forest-hills-green,2024-07-30T15:06:40Z,2024-07-30T15:06:40Z,Forest Hills Green,,1,,"{'title': 'Forest Hills <em>Green</em> 433 | Benjamin Moore', 'sections': 'Forest Hills <em>Green</em>', 'description': 'A rich avocado <em>green</em> warmed with subtle golden undertones.', 'color_name': 'Forest Hills <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;433&#x2F;forest-hills-<em>green</em>', 'Family': '<em>Green</em>'}",6242ef7064441f22e7004f8a,Green,Medium,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,
"['Branch Brook Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/572/branch-brook-green,Branch Brook Green 572 | Benjamin Moore,Color,572,A jade green that conveys a bold sense of style.,99f76a50382897acbcc34573f206cafdb40e78d6,,,88C58E,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-100-branch-brook-green-572-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/572/branch-brook-green,2024-07-30T13:38:24Z,2024-07-03T17:09:40Z,Branch Brook Green,,1,,"{'title': 'Branch Brook <em>Green</em> 572 | Benjamin Moore', 'sections': 'Branch Brook <em>Green</em>', 'description': 'A jade <em>green</em> that conveys a bold sense of style.', 'color_name': 'Branch Brook <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;572&#x2F;branch-brook-<em>green</em>', 'Family': '<em>Green</em>'}",624266d0e7b9d2b7dc0f436d,Green,Medium,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,
"['Santa Barbara Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2037-60/santa-barbara-green,Santa Barbara Green 2037-60 | Benjamin Moore,Color,2037-60,"A sweet, sharp mint green that sets a playful mood.",817aee07beaeeeb37985b894aaf2e893b6831506,,,C0EFDB,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-100-santa-barbara-green-2037-60-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2037-60/santa-barbara-green,2024-07-31T00:45:41Z,2024-07-31T00:45:41Z,Santa Barbara Green,,1,,"{'title': 'Santa Barbara <em>Green</em> 2037-60 | Benjamin Moore', 'sections': 'Santa Barbara <em>Green</em>', 'description': 'A sweet, sharp mint <em>green</em> that sets a playful mood.', 'color_name': 'Santa Barbara <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2037-60&#x2F;santa-barbara-<em>green</em>', 'Family': '<em>Green</em>'}",624263a828ccbc8ac6dda8ff,Green,Light,"['Interior', 'Exterior']",true,Color Preview&reg;,,
"['Spring Meadow Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2031-40/spring-meadow-green,Spring Meadow Green 2031-40 | Benjamin Moore,Color,2031-40,A sweet shade of green marked by yellow undertones.,9ef495776dec7a3c8446351d9ebac2bf7a812665,,,A7D873,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-096-spring-meadow-green-2031-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2031-40/spring-meadow-green,2024-07-30T20:07:04Z,2024-07-03T16:44:30Z,Spring Meadow Green,,1,,"{'title': 'Spring Meadow <em>Green</em> 2031-40 | Benjamin Moore', 'sections': 'Spring Meadow <em>Green</em>', 'description': 'A sweet shade of <em>green</em> marked by yellow undertones.', 'color_name': 'Spring Meadow <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2031-40&#x2F;spring-meadow-<em>green</em>', 'Family': '<em>Green</em>'}",62430dd5e7b9d2308b0f61e2,Green,Light,Interior,true,Color Preview&reg;,,
"['Black Forest Green', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/hc-187/black-forest-green,Black Forest Green HC-187 | Benjamin Moore,Color,HC-187,A blackened shade of green that permeates any space with a sense of reassurance.,6c098725c74dea11989593a671c5314717b89396,Dark,Cool,242E2C,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-209-black-forest-green-HC-187-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-187/black-forest-green,2024-07-22T00:15:39Z,2024-07-22T00:15:39Z,Black Forest Green,,1,,"{'title': 'Black Forest <em>Green</em> HC-187 | Benjamin Moore', 'sections': 'Black Forest <em>Green</em>', 'description': 'A blackened shade of <em>green</em> that permeates any space with a sense of reassurance.', 'color_name': 'Black Forest <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-187&#x2F;black-forest-<em>green</em>'}",6242ee8a196a679389896c18,,,,,,Neutral,
"['Deep Sea Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/735/deep-sea-green,Deep Sea Green 735 | Benjamin Moore,Color,735,"A dark, moody teal green that suggests an evening sail in vast ocean waters.",244a0537b9fa048d77584c1fd852a41c726bb261,Dark,Cool,255456,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-124-deep-sea-green-735-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/735/deep-sea-green,2024-07-21T20:20:04Z,2024-07-21T20:20:04Z,Deep Sea Green,,1,,"{'title': 'Deep Sea <em>Green</em> 735 | Benjamin Moore', 'sections': 'Deep Sea <em>Green</em>', 'description': 'A dark, moody teal <em>green</em> that suggests an evening sail in vast ocean waters.', 'color_name': 'Deep Sea <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;735&#x2F;deep-sea-<em>green</em>'}",6242f6e9e7b9d23bef0f5cb7,,,,,,,
"['Shore House Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2047-50/shore-house-green,Shore House Green 2047-50 | Benjamin Moore,Color,2047-50,A breezy blue-green that can bring a playful pop of color to the space.,037f6aa61d7eb71a244e35ed046b1750080e3068,Light,Cool,8BD8CD,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-121-shore-house-green-2047-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2047-50/shore-house-green,2024-07-22T00:43:29Z,2024-07-22T00:43:29Z,Shore House Green,,1,,"{'title': 'Shore House <em>Green</em> 2047-50 | Benjamin Moore', 'sections': 'Shore House <em>Green</em>', 'description': 'A breezy blue-<em>green</em> that can bring a playful pop of color to the space.', 'color_name': 'Shore House <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2047-50&#x2F;shore-house-<em>green</em>'}",624314ac64441f7ff3003f4b,,,,,,,
"['Green Cove Springs', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/421/green-cove-springs,Green Cove Springs 421 | Benjamin Moore,Color,421,A refreshing wash of green enlivened with a drop of yellow.,7d4bceb95e8b25a769c9cf78a85b84ad81060c2e,Light,Warm,E2F1D1,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-080-green-cove-springs-421-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/421/green-cove-springs,2024-07-21T22:33:16Z,2024-07-21T22:33:15Z,Green Cove Springs,Yellow,1,,"{'title': '<em>Green</em> Cove Springs 421 | Benjamin Moore', 'sections': '<em>Green</em> Cove Springs', 'description': 'A refreshing wash of <em>green</em> enlivened with a drop of yellow.', 'color_name': '<em>Green</em> Cove Springs', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;421&#x2F;<em>green</em>-cove-springs'}",6242eac728ccbc5a50dd96f0,,,,,,,
"['Rolling Hill Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2047-30/rolling-hill-green,Rolling Hill Green 2047-30 | Benjamin Moore,Color,2047-30,A softly shaded medium green that has both traditional and contemporary appeal.,b8fba7b9147e367c0a48b81499e23436b4794f03,Medium,Cool,00907A,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-121-rolling-hill-green-2047-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2047-30/rolling-hill-green,2024-07-22T02:16:55Z,2024-07-22T02:16:55Z,Rolling Hill Green,,1,,"{'title': 'Rolling Hill <em>Green</em> 2047-30 | Benjamin Moore', 'sections': 'Rolling Hill <em>Green</em>', 'description': 'A softly shaded medium <em>green</em> that has both traditional and contemporary appeal.', 'color_name': 'Rolling Hill <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2047-30&#x2F;rolling-hill-<em>green</em>'}",624314cbe7b9d25afd0f49ba,,,,,,,
"['Dollar Bill Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2050-20/dollar-bill-green,Dollar Bill Green 2050-20 | Benjamin Moore,Color,2050-20,"Touched with blue undertones, this deep, dark green conveys luxury and sophistication.",5712ffd8d68d287c9a77a3787a5708ef0e564a7e,Dark,Cool,325654,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-117-dollar-bill-green-2050-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2050-20/dollar-bill-green,2024-07-21T22:15:48Z,2024-07-21T22:15:48Z,Dollar Bill Green,,1,,"{'title': 'Dollar Bill <em>Green</em> 2050-20 | Benjamin Moore', 'sections': 'Dollar Bill <em>Green</em>', 'description': 'Touched with blue undertones, this deep, dark <em>green</em> conveys luxury and sophistication.', 'color_name': 'Dollar Bill <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2050-20&#x2F;dollar-bill-<em>green</em>'}",6242970864441f123b0045d4,,,,,,,
"['Scotch Plains Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/587/scotch-plains-green,Scotch Plains Green 587 | Benjamin Moore,Color,587,"Bright and splashed with blue, this emerald green has an unexpectedly playful side.",38e0d53ce81e5aff0ff6fdef020d66ae958b74e1,Medium,Cool,51A07A,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-079-scotch-plains-green-587-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/587/scotch-plains-green,2024-07-22T04:19:01Z,2024-07-03T15:44:02Z,Scotch Plains Green,,1,,"{'title': 'Scotch Plains <em>Green</em> 587 | Benjamin Moore', 'sections': 'Scotch Plains <em>Green</em>', 'description': 'Bright and splashed with blue, this emerald <em>green</em> has an unexpectedly playful side.', 'color_name': 'Scotch Plains <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;587&#x2F;scotch-plains-<em>green</em>'}",6242db10196a672d05894738,,,,,,,
"['Van Alen Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-120/van-alen-green,Van Alen Green HC-120 | Benjamin Moore,Color,HC-120,"Bright, clean undertones give this pastel green an ultra-fresh quality.",66a65d44648544c07a04e79eabd797ade6596ce7,Light,Cool,CAD7C0,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-105-van-alen-green-HC-120-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-120/van-alen-green,2024-07-22T01:41:50Z,2024-07-22T01:41:49Z,Van Alen Green,,1,,"{'title': 'Van Alen <em>Green</em> HC-120 | Benjamin Moore', 'sections': 'Van Alen <em>Green</em>', 'description': 'Bright, clean undertones give this pastel <em>green</em> an ultra-fresh quality.', 'color_name': 'Van Alen <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-120&#x2F;van-alen-<em>green</em>'}",6242da7b64441f381700471b,,,,,,,
"['Sea Mist Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2041-50/sea-mist-green,Sea Mist Green 2041-50 | Benjamin Moore,Color,2041-50,"With its hint of blue, this bright green makes a refreshing splash.",ce6db2f462b9e23596079aa583896a472138161d,Light,Cool,9AD5CB,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-092-sea-mist-green-2041-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2041-50/sea-mist-green,2024-07-22T01:27:01Z,2024-07-22T01:27:01Z,Sea Mist Green,,1,,"{'title': 'Sea Mist <em>Green</em> 2041-50 | Benjamin Moore', 'sections': 'Sea Mist <em>Green</em>', 'description': 'With its hint of blue, this bright <em>green</em> makes a refreshing splash.', 'color_name': 'Sea Mist <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2041-50&#x2F;sea-mist-<em>green</em>'}",624301bd28ccbca91adda516,,,,,,,
"['Bunker Hill Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/566/bunker-hill-green,Bunker Hill Green 566 | Benjamin Moore,Color,566,A saturated shade of grass green has both a playful and sophisticated side.,15dada90395f19f90e1ccaeefa775555ffd13a38,Medium,Cool,5A8E5E,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-095-bunker-hill-green-566-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/566/bunker-hill-green,2024-07-22T01:32:31Z,2024-07-22T01:32:31Z,Bunker Hill Green,,1,,"{'title': 'Bunker Hill <em>Green</em> 566 | Benjamin Moore', 'sections': 'Bunker Hill <em>Green</em>', 'description': 'A saturated shade of grass <em>green</em> has both a playful and sophisticated side.', 'color_name': 'Bunker Hill <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;566&#x2F;bunker-hill-<em>green</em>'}",6242d3d228ccbca26cddb079,,,,,,,
"['Paradise Hills Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/550/paradise-hills-green,Paradise Hills Green 550 | Benjamin Moore,Color,550,An electrifying medium green that shows off a bold sense of style.,59bf850006c31f7ff45295e4500931cddbb83e2b,,,A2D292,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-098-paradise-hills-green-550-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/550/paradise-hills-green,2024-07-30T23:00:41Z,2024-07-03T16:46:58Z,Paradise Hills Green,,1,,"{'title': 'Paradise Hills <em>Green</em> 550 | Benjamin Moore', 'sections': 'Paradise Hills <em>Green</em>', 'description': 'An electrifying medium <em>green</em> that shows off a bold sense of style.', 'color_name': 'Paradise Hills <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;550&#x2F;paradise-hills-<em>green</em>', 'Family': '<em>Green</em>'}",6242eaf1196a674fa289677e,Green,Medium,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,
"['North Shore Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/456/north-shore-green,North Shore Green 456 | Benjamin Moore,Color,456,"A tranquil pale hue invigorated with hints of green, gray and blue.",2b700921ea64018bf1099efe383f10dc6ccb9c49,,,D5E0D5,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-084-north-shore-green-456-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/456/north-shore-green,2024-07-30T19:09:29Z,2024-07-03T12:09:19Z,North Shore Green,,1,,"{'title': 'North Shore <em>Green</em> 456 | Benjamin Moore', 'sections': 'North Shore <em>Green</em>', 'description': 'A tranquil pale hue invigorated with hints of <em>green</em>, gray and blue.', 'color_name': 'North Shore <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;456&#x2F;north-shore-<em>green</em>', 'Family': '<em>Green</em>'}",6242b489e7b9d248ee0f3e93,Green,Light,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,
"['Willow Springs Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/418/willow-springs-green,Willow Springs Green 418 | Benjamin Moore,Color,418,"A vibrant lime green that shows off a unique, confident sense of style.",74b4d6fcb074ddd015bd342eab0854179e31a782,,,AAD76A,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-080-willow-springs-green-418-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/418/willow-springs-green,2024-07-30T21:52:16Z,2024-07-30T21:52:16Z,Willow Springs Green,,1,,"{'title': 'Willow Springs <em>Green</em> 418 | Benjamin Moore', 'sections': 'Willow Springs <em>Green</em>', 'description': 'A vibrant lime <em>green</em> that shows off a unique, confident sense of style.', 'color_name': 'Willow Springs <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;418&#x2F;willow-springs-<em>green</em>', 'Family': '<em>Green</em>'}",62431781196a677fea895a4b,Green,Medium,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,
